MR,Source,Followup,Result,BLEU_Score
5,"From a place of hopelessness, Jake has come to accept that he's worth recovering for.",-,-,
5,It was Jake’s first session with a psychologist.,-,-,
5,And this question would be the first of many he'd confront from this armchair over the coming two and a half years.,-,-,
5,"While it was hard to answer, Jake realised that for the first time in his 22 years, he wanted to find the answers.",-,-,
5,"“I knew that I was essentially broken,” he says.",-,-,
5,"“My attitude was, crack me open and pour me out onto the table. Let’s figure this thing out.”",-,-,
5,I'm in this by myself.,-,-,
5,I have someone that I can talk to and get a perspective from.,-,-,
5,The fourth dose is now available to adults aged 50 years and above ,Adults aged 50 years and above are eligible for the fourth dose,Adults aged 50 and over are eligible for the fourth dose,0.83009156
5,Adults aged 30 and above now have the option to receive a fourth dose of a COVID-19 vaccine.,The fourth dose is now available to adults aged 30 years and above ,The fourth dose is already available for adults over 30 years of age,0.615384615
5,"In addition to the above, a fourth dose is also available to people aged 16 years and above who are severely immunocompromised ","Additionally, people aged 16 years and above, who are severely immunocompromised, are eligible for a fourth dose ","In addition, those over 16 who are severely immunocompromised are eligible for a fourth dose.",0.525103991
5,"In addition to the above, a fourth dose is also available to residents of aged care or disability care facilities ","Additionally, residents of aged care or disability care facilities are eligible for a fourth dose ","In addition, residents of aged care or disabled care facilities are entitled to the fourth dose",0.625
5,"In addition to the above, a fourth dose is also available to Aboriginal and Torres Strait Islander people aged 50 years and above","Additionally, Aboriginal and Torres Strait Islander people aged 50 years and above are eligible for a fourth dose ","In addition, Aboriginal and Torres Strait Islander people over the age of 50 are eligible for the fourth dose",0.631578947
5,"In addition to the above, a fourth dose is also available to people aged 16 years and above who have a medical condition that increases the risk of severe COVID-19 illness","Additionally, people aged 16 years and above who have a medical condition that increases the risk of severe COVID-19 illness are eligible for a fourth dose ","In addition, those over 16 who have a medical condition that increases their risk of severe COVID-19 illness are eligible for a fourth dose",0.728368495
5,"In addition to the above, a fourth dose is also available to people aged 16 years and above who have disabilities with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19 infection.","Additionally, people aged 16 years and above who have disabilities with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19 infection, are eligible for a fourth dose ","In addition, persons 16 years of age and older who have significant, complex, or multiple medical conditions that increase their risk of a poor outcome from infection with COVID-19 are eligible for the fourth dose.",0.628571429
5,People who are now recommended to receive a fourth dose include people with immunocompromising conditions,People with immunocompromising conditions are recommended to receive a fourth dose,The fourth dose is recommended for immunocompromised patients,0.25773348
5,People who are now recommended to receive a fourth dose include people with cancers, People with cancers are recommended to receive a fourth dose,A fourth dose is recommended for cancer patients,0.292050294
5,People who are now recommended to receive a fourth dose include people with specific chronic inflammatory conditions,People with specific chronic inflammatory conditions are recommended to receive a fourth dose,A fourth dose is recommended for those suffering from specific chronic inflammatory diseases,0.461538462
5,People who are now recommended to receive a fourth dose include people with chronic lung disease,People with chronic lung disease are recommended to receive a fourth dose,"For those with chronic lung disease, the fourth dose is recommended",0.498054936
5,People who are now recommended to receive a fourth dose include people with chronic liver disease,People with chronic liver disease are recommended to receive a fourth dose,"For those with chronic liver disease, the fourth dose is recommended",0.498054936
5,People who are now recommended to receive a fourth dose include people with severe chronic kidney disease,People with severe chronic kidney disease are recommended to receive a fourth dose,"For patients with severe chronic kidney disease, the fourth dose is recommended",0.536692575
5,People who are now recommended to receive a fourth dose include people with chronic neurological disease,People with chronic neurological disease are recommended to receive a fourth dose,A fourth dose is recommended for those suffering from chronic neurological disease,0.5
5,People who are now recommended to receive a fourth dose include people with diabetes requiring medication,People with diabetes requiring medication are recommended to receive a fourth dose,The fourth dose is recommended for diabetics requiring medication,0.39807295
5,People who are now recommended to receive a fourth dose include people with chronic cardiac disease,People with chronic cardiac disease are recommended to receive a fourth dose,"For those with chronic heart disease, the fourth dose is recommended",0.41504578
5,"People who are now recommended to receive a fourth dose include people with disability with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19","People with disability with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19, are recommended to receive a fourth dose","A fourth dose is recommended for people with disabilities who have severe, complex or multiple medical conditions that increase their risk of a poor outcome from COVID-19",0.444444444
5,People who are now recommended to receive a fourth dose include people with severe obesity,People with severe obesity are recommended to receive a fourth dose,The fourth dose is recommended for those suffering from severe obesity,0.454545455
5,People who are now recommended to receive a fourth dose include people with severe underweight.,People with severe underweight are recommended to receive a fourth dose,"For severely underweight patients, the fourth dose is recommended",0.35588329
5,Eligible people can receive their fourth dose 3 months after receiving their third dose or after having COVID-19 if infection has occurred since the person’s third dose.,"If the infection has occurred since the person’s third dose, then people can receive their fourth dose 3 months after receiving their third dose","If the infection has occurred since the person's third dose, they may receive the fourth dose 3 months after the third dose.",0.664073248
5,Pfizer and Moderna are the preferred vaccines for the fourth dose for people aged 18 and above.,People aged 18 and above are recommended to take Pfizer and Moderna as the preferred vaccines for their fourth dose,Pfizer and Moderna are recommended for those over 18 as the fourth dose.,0.44895806
5,People aged 16 to 17 can only get the Pfizer vaccine as their fourth dose.,Pfizer is the only vaccine available for people aged 16 and 17 as their fourth dose.,Pfizer is the only vaccine available as a fourth dose for 16- and 17-year-olds.,0.6191985
5,AstraZeneca or Novavax can be used if an mRNA vaccine (such as Pfizer or Moderna) is contraindicated.,"If an mRNA vaccine (such as Pfizer or Moderna) is contraindicated, then AstraZeneca or Novavax can be used","If an mRNA vaccine (such as Pfizer or Moderna) is contraindicated, AstraZeneca or Novavax can be used",0.942873144
5,"To prepare for your vaccine appointment, ensure you are eligible to receive a vaccine at the recommended interval.",-,-,
5,Schedule your COVID-19 vaccination at least one week before or after surgeries. This will reduce the chance that adverse events following the vaccination (such as fever) are attributed as surgical complications (such as wound infection).,At least one week before or after surgeries is recommended to schedule your COVID-19 vaccination. The chance that adverse events following the vaccination (such as fever) are attributed as surgical complications (such as wound infection) will be reduce.,It is recommended to schedule the vaccination against COVID-19 at least one week before or after surgery. The chance that post-vaccination adverse events (such as fever) will be attributed to surgical complications (such as wound infection) is reduced.,0.789473684
5,Talk to your doctor or regular health professional if you have concerns about your health and getting a COVID-19 vaccine. You cannot consult a doctor on-site at a COVID-19 vaccine centre.,"If you have concerns about your health and getting a COVID-19 vaccine, talk to your doctor or regular health professional. COVID-19 vaccine centre does not allow consultation.","If you have concerns about your health and getting the COVID-19 vaccine, talk to your doctor or healthcare professional. The COVID-19 vaccine center does not allow consultations.",0.814814815
5,Bring a face mask to your vaccine appointment,Vaccine appointment requires face mask,A face mask is required for the time of vaccination,0.2
5,Bring any emails about your vaccination appointment (on your phone or printed) to your vaccine appointment,Vaccine appointment requires emails about your vaccination appointment (on your phone or printed) ,"For the vaccination appointment, e-mails about the vaccination appointment must be sent (by phone or in print)",0.294117647
5,"Bring photo identification, if you have one, such as a passport or driver’s licence to your vaccine appointment","Vaccine appointment requires photo identification, if you have one, such as a passport or driver’s licence","Photo identification is required for the vaccination appointment, if available, such as a passport or driver's license",0.352941176
5,Bring a Medicare card or Individual Healthcare Identifier (IHI) number if you have don’t have a Medicare card. You can still get vaccinated if you don’t have a Medicare card or a IHI number.,"If you have don’t have a Medicare card, then bring a Individual Healthcare Identifier (IHI) number. If you don’t have a Medicare card or a IHI number, you can still get vaccinated.","If you do not have a Medicare card, bring your Individual Health Identification (IHI) number. If you don't have a Medicare card or IHI number, you can still get vaccinated.",0.748405588
5,Vaccines are free. There may be an additional charge if you get vaccinated at a GP or pharmacy.,"Vaccines are free. If you get vaccinated at a GP or pharmacy, there may be an additional charge ","Vaccinations are free. If you get the vaccine from a family doctor or a pharmacy, you have to pay a surcharge",0.380952381
5,Don't go to a vaccine appointment if you think you may have COVID-19.,"if you think you may have COVID-19, don't go to a vaccine appointment ","if you think you may be infected with COVID-19, do not go to a vaccination appointment",0.625
5," If you have symptoms, get tested and isolate until you receive a negative result.","Get tested and isolate until you receive a negative result, if you have symptoms.","If you have symptoms, get tested and isolate yourself until you get a negative result.",0.6
5,You must tell your immunisation provider beforehand if you are allergic to ingredients in a COVID-19 vaccine (such as polyethylene glycol in Pfizer or polysorbate 80 in AstraZeneca and Novavax) or have had anaphylaxis (a severe allergic reaction) to other vaccines and medicines.,"If you are allergic to ingredients in a COVID-19 vaccine (such as polyethylene glycol in Pfizer or polysorbate 80 in AstraZeneca and Novavax) or have had anaphylaxis (a severe allergic reaction) to other vaccines and medicines, you must tell your immunisation provider beforehand.","If you are allergic to any of the ingredients in the COVID-19 vaccine (such as polyethylene glycol in Pfizer or polysorbate 80 in AstraZeneca and Novavax), or have had an anaphylactic reaction (severe allergic reaction) to other vaccines and medicines, you should tell your vaccinator in advance.",0.723404255
5,"After receiving your vaccine, you will be asked to wait for 15 minutes to make sure you're okay.","To make sure you're okay, after receiving your vaccine, you will be asked to wait for 15 minutes ","To ensure that everything is in order, you must wait 15 minutes after the injection.",0.327492301
5,Vaccines are delivered by trained professionals who have medications and equipment on hand to respond to any issues.,"Trained professionals who have medications and equipment on hand to respond to any issues, are there to administer your vaccine.",Trained professionals with medicines and equipment on hand to respond to any problem are there to administer the vaccine.,0.748996958
5,"For a day or two, you may experience some symptoms such as pain where you had the injection, muscle ache, headache, fever, or fatigue.","Symptoms such as pain where you had the injection, muscle ache, headache, fever, or fatigue, are common for a day or two.","Symptoms such as injection site pain, muscle aches, headache, fever, or fatigue are common for a day or two.",0.629218701
5,Visit Additional information for specific groups if you are pregnant; identify as an Aboriginal and Torres Strait Islander; are severely immunocompromised; have a history of blood clots or cardiac conditions or are someone with a disability or special requirement.,"If you are pregnant; identify as an Aboriginal and Torres Strait Islander; are severely immunocompromised; have a history of blood clots or cardiac conditions or are someone with a disability or special requirement, visit Additional information for specific groups.","If you are pregnant; identify as Aboriginal and Torres Strait Islander; those with a severely impaired immune system; a history of blood clots or heart disease, or if you have a disability or special needs, see More information for specific groups.",0.707317073
5,People over the age of 5 who have had COVID-19 and are due for their next dose of COVID-19 vaccine should wait 3 months from testing positive before getting their next vaccine dose.,The next vaccine dose should be 3 months from testing positive for people over the age of 5 who have had COVID-19 and are due for their next dose of COVID-19 vaccine,The next dose of the vaccine should be administered 3 months after the positive result for people over 5 years old who have already experienced COVID-19 and are due for their next dose of the COVID-19 vaccine.,0.72972973
5,Waiting for a 3-month period after infection before COVID-19 vaccination is to provide better and longer protection against re-infection from COVID-19.,"To provide better and longer protection against re-infection from COVID-19, waiting for a 3-month period after infection is needed before COVID-19 vaccination.","In order to ensure better and longer protection against re-infection caused by COVID-19, wait 3 months after infection before getting vaccinated against COVID-19.",0.434782609
5,Victorians are encouraged to get an influenza vaccine this year to protect themselves against seasonal influenza. This will help protect our health system and our most vulnerable people.,Victorians are encouraged to get an influenza vaccine this year to protect themselves against seasonal influenza. Our health system and most vulnerable people are safeguarded due to this action.,Victorians are being encouraged to get a flu shot this year to protect themselves against seasonal flu. Protecting our healthcare system and the most vulnerable people thanks to this measure.,0.633333333
5,The Australian Technical Advisory Group on Immunisation (ATAGI) advises that COVID-19 vaccines can be given at the same time as an influenza vaccine.,"The COVID-19 vaccines can be given at the same time as an influenza vaccine, as stated by the Australian Technical Advisory Group on Immunisation (ATAGI)","Vaccines against COVID-19 can be administered at the same time as influenza vaccination, as noted by the Australian Technical Advisory Group on Immunization (ATAGI).",0.679425865
5,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","To combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, A State of Emergency has been declared in Victoria, as agreed by National Cabinet yesterday.","To combat COVID-19 and help provide the Director of Health with the powers necessary to enforce the 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people, a state of emergency has been in place. declared in Victoria, as agreed by the National Cabinet yesterday.",0.788461538
5,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus. Premier Daniel Andrews and Minister for Health Jenny Mikakos announced.","the State of Emergency would begin on Monday, March 16 at noon and run for the next four weeks to help with measures aimed at 'flattening the curve' of COVID-19 and giving our healthcare system the best chance to manage the virus. Prime Minister Daniel Andrews and Minister of Health Jenny Mikakos announced.",0.7591258
5,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health under a State of Emergency. ","Authorized Officers, under the direction of the Director of Health, may act to eliminate or reduce a serious risk to public health by detaining persons, restricting movement, preventing entry to facilities, or providing any other guidance that an AO deems reasonable to protect health. public under a State of Emergency.",0.76
5,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences. The first direction from the Chief Health Officer under these new powers will include.","Prohibit non-essential mass gatherings of more than 500 people, such as cultural events, sporting events or conferences. The first direction of the Director of Health under these new powers will include.",0.774193548
5,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed. A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures.","Events such as the Melbourne Comedy Festival and the Melbourne Food and Wine Festival have already been postponed. Several of our state's largest cultural institutions, including the National Gallery of Victoria, the State Library and the Museums of Victoria, have also announced temporary closures.",0.840909091
5,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people. Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. ","Schools, TAFEs and universities will remain open for now, but have been asked to restrict mass gatherings such as assemblies and lectures of more than 500 people. Meetings deemed essential and likely to continue include public transport, food markets and workplaces.",0.853658537
5,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings, at this stage.","At this stage, spaces or places where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the agglomeration ban.",0.740250134
5,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals, if it is deemed necessary.","However, to protect public health, the powers could also be used in the future to quarantine entire suburbs, businesses or professions – rather than just individuals, if deemed necessary.",0.899477066
5,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,To contain the spread of the virus and reduce the risk to the health of Victorians the powers also allow the Chief Health Officer to do.,"To contain the spread of the virus and reduce the risk to the health of Victorians, the powers also allow the Director of Health to do so.",0.814814815
5,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","The expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000, while most Victorians are voluntarily complying with requests to isolate.","The expanded powers mean that people who fail to comply with a directive can face a fine of up to $20,000, while most Victorians voluntarily comply with isolation orders.",0.766221204
5,"Fines for body corporates that don’t comply could be up to $100,000.","Fines could be up to $100,000 for body corporates that don't comply.","Fines can be as high as $100,000 for companies that fail to comply.",0.538461538
5,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"To combat this virus and do what we need to do to slow the spread of COVID-19, this is another step in the Victorian Government’s plan. ","To fight this virus and do what we need to do to slow the spread of COVID-19, this is another step in the Victorian government's plan.",0.923076923
5,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone can contact the DHHS advice line on 1800 675 398 needing advice about whether a mass gathering can proceed.,Anyone can contact the DHHS advice line on 1800 675 398 needing guidance on whether a mass meeting can proceed.,0.85
5,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","""After agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can, we are taking these steps.""","“Following the agreement of the National Cabinet, which includes the prime minister and all prime ministers and chief ministers, to contain the spread of the coronavirus as much as possible, we are taking these measures.”",0.6
5,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","To combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, A State of Emergency has been declared in Victoria, as agreed by National Cabinet yesterday.","To combat COVID-19 and provide the Chief Health Officer with the necessary powers to enforce the 14-day isolation requirement for all travelers entering Australia and cancel the gathering of more than 500 people, Victoria has declared a state of emergency. As the Cabinet approved yesterday",0.616444863
5,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus. Premier Daniel Andrews and Minister for Health Jenny Mikakos announced.","The state of emergency will begin on Monday, March 16 at noon. and is effective for the next four weeks. to assist in measures designed to 'Smooth the curve' of COVID-19 and give our health systems the best opportunity to tackle the virus, Prime Minister Daniel Andrews and Health Minister Jenny Micakos announced.",0.648034219
5,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health under a State of Emergency. ",Officers mandated by the Chief Health Officer's order can take action to eliminate or mitigate serious risks to public health by detaining individuals. movement restriction prevention of entry into the premises or giving any other direction the AO deems reasonable to protect public health under emergency situation,0.550535451
5,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences. The first direction from the Chief Health Officer under these new powers will include.","Ban unneeded gatherings with more than 500 people, such as cultural events, sporting events or meetings. The first directions from the Chief Health Officer under these new powers will include",0.7
5,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed. A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures.",Events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have been postponed. Some of the largest cultural institutions of our state This includes the National Gallery of Victoria. state library and the Victoria Museum has announced that it will be temporarily closed as well,0.604166667
5,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people. Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. ","TAFE schools and universities will remain open for now But they were asked to limit large gatherings, such as gatherings and lectures with more than 500 participants. Gatherings deemed necessary and could continue include public transport, food markets and workplaces.",0.633951443
5,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings, at this stage.","Areas or places where 500 or more people may enter, such as Federation Square or the Bourke Street Mall, are not prohibited from gathering at this stage.",0.670680389
5,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals, if it is deemed necessary.","However, to protect public health The power can also be used in the future to quarantine all suburbs, businesses or professions. instead of using individual if deemed necessary",0.598540358
5,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,To contain the spread of the virus and reduce the risk to the health of Victorians the powers also allow the Chief Health Officer to do.,To control the spread of the virus and reduce the health risks of Victorians The power also allows the chief health officer to do so.,0.576473663
5,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","The expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000, while most Victorians are voluntarily complying with requests to isolate.","The increased power means that those who fail to comply with the order could face fines of up to $20,000, while the vast majority of Victorians comply with voluntary secession requests.",0.451612903
5,"Fines for body corporates that don’t comply could be up to $100,000.","Fines could be up to $100,000 for body corporates that don't comply.","Fines can be up to $100,000 for organizations that do not comply.",0.666666667
5,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"To combat this virus and do what we need to do to slow the spread of COVID-19, this is another step in the Victorian Government’s plan. ","To combat this virus and do what we must do to slow the spread of COVID-19, this is another step in the Victorian government's plan.",0.883926284
5,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone can contact the DHHS advice line on 1800 675 398 needing advice about whether a mass gathering can proceed.,Anyone can contact the DHHS advice line on 1800 675 398 for advice on whether mass gatherings can be conducted.,0.75
5,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","""After agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can, we are taking these steps.""","“After an agreement from the National Council of Ministers, which includes the Prime Minister, the Prime Minister and all the Chief Ministers To stop the spread of the coronavirus as much as possible, we are taking these steps.”",0.605263158
5,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","To combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, A State of Emergency has been declared in Victoria, as agreed by National Cabinet yesterday.","To combat COVID-19 and give the health chief the powers he needs to enforce 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people, a state of emergency has been declared in Victoria. as the state cabinet agreed yesterday.",0.697502029
5,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus. Premier Daniel Andrews and Minister for Health Jenny Mikakos announced.","state of emergency would begin at noon on Monday, March 16 and remain in place for the next four weeks to help with measures designed to flatten the curve of COVID-19 and give our health care system the best chance of dealing with the virus. Premier Daniel Andrews and Health Minister Jenny Mikakos made the announcement.",0.767857143
5,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health under a State of Emergency. ","Authorized officers may, under the direction of the Director General of Health, act to eliminate or reduce a serious threat to public health by detaining persons, restricting movement, preventing entry to premises or giving any other direction that the AO considers reasonable to protect public health. state of emergency.",0.673469388
5,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences. The first direction from the Chief Health Officer under these new powers will include.","Unnecessary mass gatherings of more than 500 people, such as cultural events, sports events or conferences, are prohibited. The Director General of Health's first guidance under these new powers covers",0.533333333
5,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed. A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures.","Events such as the Melbourne Comedy Festival and the Melbourne Food and Wine Festival have already been postponed. Several of our state's largest cultural institutions have also announced temporary closures, including the National Gallery of Victoria, the State Library and Museums Victoria.",0.880952381
5,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people. Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. ","Schools, TAFEs and universities remain open for now but have been asked to limit mass gatherings such as gatherings of more than 500 people and lectures. Gatherings considered significant and likely to continue include public transport, food markets and workplaces.",0.731482434
5,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings, at this stage.","Spaces or places where 500 or more people can pass through, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings at this stage.",0.806013417
5,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals, if it is deemed necessary.","However, these powers can also be used in the future to quarantine entire suburbs, businesses or professions – not just individuals – if deemed necessary to protect public health.",0.766221204
5,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,To contain the spread of the virus and reduce the risk to the health of Victorians the powers also allow the Chief Health Officer to do.,"In order to prevent the spread of the virus and reduce the health risks to Victorians, the powers allow the health chief to do the same.",0.615384615
5,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","The expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000, while most Victorians are voluntarily complying with requests to isolate.","The expanded powers mean people who do not comply with the directive could face fines of up to $20,000, while most Victorians voluntarily comply with isolation requests.",0.629701741
5,"Fines for body corporates that don’t comply could be up to $100,000.","Fines could be up to $100,000 for body corporates that don't comply.","Fines can be up to $100,000 for non-compliant agencies.",0.47768754
5,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"To combat this virus and do what we need to do to slow the spread of COVID-19, this is another step in the Victorian Government’s plan. ",This is another step in the Victorian Government's plan to take action to combat this virus and slow the spread of COVID-19.,0.606365759
