MR,Source,Followup,Result,BLEU_Score,,,
4,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","However, while most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","However, while most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.",1,,,
4,"Fines for body corporates that don’t comply could be up to $100,000.","Often, fines for body corporates that don’t comply could be up to $100,000.","Often times, fines for non-compliance organizations can be as high as $100,000.",0.306681472,,,
4,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"Often, this is another step in the Victorian Government’s plan to combat the virus and do what we need to do to slow the spread of COVID-19.","Oftentimes, this is another step in the Victorian government's plan to fight the virus and do what we must do to slow the spread of COVID-19.",0.814227374,,,
4,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,"Sometimes, anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.","Sometimes, anyone who needs advice on whether mass gatherings can continue or not. Please contact the DHHS advice line on 1800 675 398.",0.652173913,,,
4,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","Sometimes, “We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","Sometimes, “we are taking these steps. According to the agreement of the National Council of Ministers This includes the Prime Minister, the Prime Minister and all the Chief Ministers. to control the spread of the coronavirus as much as possible.”",0.55,,,
4,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","Consequently, a State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","That's why Victoria declared a state of emergency to combat COVID-19 and help give the health officer the powers she needs to enforce 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people. , as the state cabinet agreed yesterday.",0.644844276,,,
4,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Often, Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Often, Premier Daniel Andrews and Health Minister Jenny Mikakos announced that the state of emergency would begin at noon on Monday, March 16 and remain in place for the next four weeks to help take measures to flatten the curve of COVID-19. and to give our health care system the best chance of dealing with the virus.",0.771929825,,,
4,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Sometimes, under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Sometimes authorized officers may, under the direction of the Director General of Health, act in an emergency to eliminate or reduce a serious threat to public health by detaining people, restricting movement, preventing entry to premises or giving any other direction. AO considers it reasonable to protect public health.",0.699856196,,,
4,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Often, the first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Often, the director-general of health's first direction under these new powers involves banning unnecessary mass gatherings of more than 500 people, such as cultural events, sporting events or conferences.",0.675880557,,,
4,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Sometimes, a number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","At times, several of our state's biggest cultural institutions, including the National Gallery of Victoria, State Library and Museums Victoria, have announced temporary closures, and events such as the Melbourne Comedy Festival and the Melbourne Food and Wine Festival have already been postponed.",0.817963969,,,
4,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Often, gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Public transportation, food markets, and workplaces are often important gatherings that can continue. Schools, TAFEs and universities remain open for now but have been asked to limit mass gatherings such as assemblies and lectures of more than 500 people.",0.664792569,,,
4,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Often, at this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Spaces or places where 500 or more people may be present, such as Federation Square or Bourke Street Mall, are often excluded from the ban on mass gatherings at this stage.",0.780852159,,,
4,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.",-,-,,,,
4,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,"Sometimes, the powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.",Sometimes the powers also allow the health chief to do whatever is necessary to stop the spread of the virus and reduce the health risks to Victorians.,0.729128332,,,
4,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","However, while most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","While most Victorians voluntarily complete isolation requests, the expanded powers mean people who don't comply could face fines of up to $20,000.",0.452900347,,,
4,"Fines for body corporates that don’t comply could be up to $100,000.","Often, fines for body corporates that don’t comply could be up to $100,000.","Fines can often reach $100,000 for companies responsible for non-compliance.",0.074081822,,,
4,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"Often, this is another step in the Victorian Government’s plan to combat the virus and do what we need to do to slow the spread of COVID-19.",Often this is another step in the Victorian Government's plan to fight the virus and do what we need to do to slow the spread of COVID-19.,0.888888889,,,
4,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,"Sometimes, anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.","At times, anyone who needs advice on how to proceed with mass gatherings can contact the DHHS Helpline on 1800 675 398.",0.545454545,,,
4,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","Sometimes, “We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","Sometimes: ""We take these steps after the approval of the Cabinet of Ministers, which includes the Prime Minister and all the Prime Ministers and Chief Ministers, in order to limit the spread of the coronavirus as much as possible.""",0.538461538,,,
5,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","To combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, A State of Emergency has been declared in Victoria, as agreed by National Cabinet yesterday.","To combat COVID-19 and help provide the Director of Health with the powers necessary to enforce the 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people, a state of emergency has been in place. declared in Victoria, as agreed by the National Cabinet yesterday.",0.788461538,,,
5,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus. Premier Daniel Andrews and Minister for Health Jenny Mikakos announced.","the State of Emergency would begin on Monday, March 16 at noon and run for the next four weeks to help with measures aimed at 'flattening the curve' of COVID-19 and giving our healthcare system the best chance to manage the virus. Prime Minister Daniel Andrews and Minister of Health Jenny Mikakos announced.",0.7591258,,,
5,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health under a State of Emergency. ","Authorized Officers, under the direction of the Director of Health, may act to eliminate or reduce a serious risk to public health by detaining persons, restricting movement, preventing entry to facilities, or providing any other guidance that an AO deems reasonable to protect health. public under a State of Emergency.",0.76,,,
5,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences. The first direction from the Chief Health Officer under these new powers will include.","Prohibit non-essential mass gatherings of more than 500 people, such as cultural events, sporting events or conferences. The first direction of the Director of Health under these new powers will include.",0.774193548,,,
5,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed. A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures.","Events such as the Melbourne Comedy Festival and the Melbourne Food and Wine Festival have already been postponed. Several of our state's largest cultural institutions, including the National Gallery of Victoria, the State Library and the Museums of Victoria, have also announced temporary closures.",0.840909091,,,
5,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people. Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. ","Schools, TAFEs and universities will remain open for now, but have been asked to restrict mass gatherings such as assemblies and lectures of more than 500 people. Meetings deemed essential and likely to continue include public transport, food markets and workplaces.",0.853658537,,,
5,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings, at this stage.","At this stage, spaces or places where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the agglomeration ban.",0.740250134,,,
5,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals, if it is deemed necessary.","However, to protect public health, the powers could also be used in the future to quarantine entire suburbs, businesses or professions – rather than just individuals, if deemed necessary.",0.899477066,,,
5,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,To contain the spread of the virus and reduce the risk to the health of Victorians the powers also allow the Chief Health Officer to do.,"To contain the spread of the virus and reduce the risk to the health of Victorians, the powers also allow the Director of Health to do so.",0.814814815,,,
5,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","The expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000, while most Victorians are voluntarily complying with requests to isolate.","The expanded powers mean that people who fail to comply with a directive can face a fine of up to $20,000, while most Victorians voluntarily comply with isolation orders.",0.766221204,,,
5,"Fines for body corporates that don’t comply could be up to $100,000.","Fines could be up to $100,000 for body corporates that don't comply.","Fines can be as high as $100,000 for companies that fail to comply.",0.538461538,,,
5,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"To combat this virus and do what we need to do to slow the spread of COVID-19, this is another step in the Victorian Government’s plan. ","To fight this virus and do what we need to do to slow the spread of COVID-19, this is another step in the Victorian government's plan.",0.923076923,,,
5,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone can contact the DHHS advice line on 1800 675 398 needing advice about whether a mass gathering can proceed.,Anyone can contact the DHHS advice line on 1800 675 398 needing guidance on whether a mass meeting can proceed.,0.85,,,
5,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","""After agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can, we are taking these steps.""","“Following the agreement of the National Cabinet, which includes the prime minister and all prime ministers and chief ministers, to contain the spread of the coronavirus as much as possible, we are taking these measures.”",0.6,,,
5,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","To combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, A State of Emergency has been declared in Victoria, as agreed by National Cabinet yesterday.","To combat COVID-19 and provide the Chief Health Officer with the necessary powers to enforce the 14-day isolation requirement for all travelers entering Australia and cancel the gathering of more than 500 people, Victoria has declared a state of emergency. As the Cabinet approved yesterday",0.616444863,,,
5,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus. Premier Daniel Andrews and Minister for Health Jenny Mikakos announced.","The state of emergency will begin on Monday, March 16 at noon. and is effective for the next four weeks. to assist in measures designed to 'Smooth the curve' of COVID-19 and give our health systems the best opportunity to tackle the virus, Prime Minister Daniel Andrews and Health Minister Jenny Micakos announced.",0.648034219,,,
5,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health under a State of Emergency. ",Officers mandated by the Chief Health Officer's order can take action to eliminate or mitigate serious risks to public health by detaining individuals. movement restriction prevention of entry into the premises or giving any other direction the AO deems reasonable to protect public health under emergency situation,0.550535451,,,
5,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences. The first direction from the Chief Health Officer under these new powers will include.","Ban unneeded gatherings with more than 500 people, such as cultural events, sporting events or meetings. The first directions from the Chief Health Officer under these new powers will include",0.7,,,
5,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed. A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures.",Events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have been postponed. Some of the largest cultural institutions of our state This includes the National Gallery of Victoria. state library and the Victoria Museum has announced that it will be temporarily closed as well,0.604166667,,,
5,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people. Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. ","TAFE schools and universities will remain open for now But they were asked to limit large gatherings, such as gatherings and lectures with more than 500 participants. Gatherings deemed necessary and could continue include public transport, food markets and workplaces.",0.633951443,,,
5,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings, at this stage.","Areas or places where 500 or more people may enter, such as Federation Square or the Bourke Street Mall, are not prohibited from gathering at this stage.",0.670680389,,,
5,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals, if it is deemed necessary.","However, to protect public health The power can also be used in the future to quarantine all suburbs, businesses or professions. instead of using individual if deemed necessary",0.598540358,,,
5,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,To contain the spread of the virus and reduce the risk to the health of Victorians the powers also allow the Chief Health Officer to do.,To control the spread of the virus and reduce the health risks of Victorians The power also allows the chief health officer to do so.,0.576473663,,,
5,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","The expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000, while most Victorians are voluntarily complying with requests to isolate.","The increased power means that those who fail to comply with the order could face fines of up to $20,000, while the vast majority of Victorians comply with voluntary secession requests.",0.451612903,,,
5,"Fines for body corporates that don’t comply could be up to $100,000.","Fines could be up to $100,000 for body corporates that don't comply.","Fines can be up to $100,000 for organizations that do not comply.",0.666666667,,,
5,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"To combat this virus and do what we need to do to slow the spread of COVID-19, this is another step in the Victorian Government’s plan. ","To combat this virus and do what we must do to slow the spread of COVID-19, this is another step in the Victorian government's plan.",0.883926284,,,
5,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone can contact the DHHS advice line on 1800 675 398 needing advice about whether a mass gathering can proceed.,Anyone can contact the DHHS advice line on 1800 675 398 for advice on whether mass gatherings can be conducted.,0.75,,,
5,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","""After agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can, we are taking these steps.""","“After an agreement from the National Council of Ministers, which includes the Prime Minister, the Prime Minister and all the Chief Ministers To stop the spread of the coronavirus as much as possible, we are taking these steps.”",0.605263158,,,
5,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","To combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, A State of Emergency has been declared in Victoria, as agreed by National Cabinet yesterday.","To combat COVID-19 and give the health chief the powers he needs to enforce 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people, a state of emergency has been declared in Victoria. as the state cabinet agreed yesterday.",0.697502029,,,
5,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus. Premier Daniel Andrews and Minister for Health Jenny Mikakos announced.","state of emergency would begin at noon on Monday, March 16 and remain in place for the next four weeks to help with measures designed to flatten the curve of COVID-19 and give our health care system the best chance of dealing with the virus. Premier Daniel Andrews and Health Minister Jenny Mikakos made the announcement.",0.767857143,,,
5,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health under a State of Emergency. ","Authorized officers may, under the direction of the Director General of Health, act to eliminate or reduce a serious threat to public health by detaining persons, restricting movement, preventing entry to premises or giving any other direction that the AO considers reasonable to protect public health. state of emergency.",0.673469388,,,
5,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences. The first direction from the Chief Health Officer under these new powers will include.","Unnecessary mass gatherings of more than 500 people, such as cultural events, sports events or conferences, are prohibited. The Director General of Health's first guidance under these new powers covers",0.533333333,,,
5,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed. A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures.","Events such as the Melbourne Comedy Festival and the Melbourne Food and Wine Festival have already been postponed. Several of our state's largest cultural institutions have also announced temporary closures, including the National Gallery of Victoria, the State Library and Museums Victoria.",0.880952381,,,
5,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people. Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. ","Schools, TAFEs and universities remain open for now but have been asked to limit mass gatherings such as gatherings of more than 500 people and lectures. Gatherings considered significant and likely to continue include public transport, food markets and workplaces.",0.731482434,,,
5,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings, at this stage.","Spaces or places where 500 or more people can pass through, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings at this stage.",0.806013417,,,
5,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals, if it is deemed necessary.","However, these powers can also be used in the future to quarantine entire suburbs, businesses or professions – not just individuals – if deemed necessary to protect public health.",0.766221204,,,
5,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,To contain the spread of the virus and reduce the risk to the health of Victorians the powers also allow the Chief Health Officer to do.,"In order to prevent the spread of the virus and reduce the health risks to Victorians, the powers allow the health chief to do the same.",0.615384615,,,
5,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","The expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000, while most Victorians are voluntarily complying with requests to isolate.","The expanded powers mean people who do not comply with the directive could face fines of up to $20,000, while most Victorians voluntarily comply with isolation requests.",0.629701741,,,
5,"Fines for body corporates that don’t comply could be up to $100,000.","Fines could be up to $100,000 for body corporates that don't comply.","Fines can be up to $100,000 for non-compliant agencies.",0.47768754,,,
5,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"To combat this virus and do what we need to do to slow the spread of COVID-19, this is another step in the Victorian Government’s plan. ",This is another step in the Victorian Government's plan to take action to combat this virus and slow the spread of COVID-19.,0.606365759,,,
5,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone can contact the DHHS advice line on 1800 675 398 needing advice about whether a mass gathering can proceed.,Anyone can contact the DHHS Helpline on 1800 675 398 for advice on how to proceed with mass gatherings.,0.549264436,,,
5,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","""After agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can, we are taking these steps.""","""After the agreement of the state cabinet, which includes the prime minister and all prime ministers and prime ministers, to limit the spread of the coronavirus as much as possible, we are taking these steps.""",0.6,,,
6,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","A State of Emergency has been asserted in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as negotiated by National Cabinet yesterday.","A state of emergency has been declared in Victoria to combat COVID-19 and help provide the director of health with the necessary powers to enforce 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people, as negotiated by the National Cabinet yesterday.",0.799835652,,,
6,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Minister for Health Jenny Mikakos declared that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Prime Minister Daniel Andrews and Minister of Health Jenny Mikakos declared that the state of emergency would begin on Monday, March 16 at noon and run for the next four weeks to help with measures aimed at 'flattening the curve' of the crisis. COVID-19 and give our healthcare system the best chance of managing the virus.",0.732142857,,,
6,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can move to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","In a State of Emergency, Authorized Officers, under the direction of the Director of Health, may act to eliminate or reduce a serious public health risk by detaining persons, restricting movement, preventing entry to facilities, or providing any other guidance that an AO deem reasonable to protect public health.",0.734693878,,,
6,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first rule from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The Director of Health's first rule under these new powers will include a ban on non-essential mass gatherings of more than 500 people, such as cultural events, sporting events or conferences.",0.709677419,,,
6,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","A number of our state’s biggest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Several of our state's largest cultural institutions, including the National Gallery of Victoria, the State Library and the Museums of Victoria, have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.",0.840909091,,,
